COU,Country,MEAS,Measure,Large subnational region,Small subnational region,VAR,Variable,Year,Unit Code,Unit,Value
SYC,Seychelles,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.447245415
SYC,Seychelles,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.447245415
SYC,Seychelles,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0
SLE,Sierra Leone,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,107.2224
SLE,Sierra Leone,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,131.598
SLE,Sierra Leone,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,178.1415
SLE,Sierra Leone,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,240.5817
SLE,Sierra Leone,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,46.5435
SLE,Sierra Leone,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,108.9837
SLE,Sierra Leone,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,62.4402
SLE,Sierra Leone,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,24.3756
SLE,Sierra Leone,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.147576471
SLE,Sierra Leone,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.181126038
SLE,Sierra Leone,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.245186584
SLE,Sierra Leone,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.331126689
SLE,Sierra Leone,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.064060546
SLE,Sierra Leone,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.150000652
SLE,Sierra Leone,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.033549566
SOM,Somalia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,465.9633
SOM,Somalia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,522.9603
SOM,Somalia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,561.3696
SOM,Somalia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,582.0498
SOM,Somalia,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,38.4093
SOM,Somalia,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,59.0895
SOM,Somalia,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,56.997
SOM,Somalia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.073187918
SOM,Somalia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.082140322
SOM,Somalia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.088173193
SOM,Somalia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.091421391
SOM,Somalia,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.006032871
SOM,Somalia,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.009281069
SOM,Somalia,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.008952404
ZAF,South Africa,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,3062.5848
ZAF,South Africa,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,4569.3936
ZAF,South Africa,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,5915.0655
ZAF,South Africa,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,6709.3425
ZAF,South Africa,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,1345.6719
ZAF,South Africa,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,2139.9489
ZAF,South Africa,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.250686757
ZAF,South Africa,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.374026039
ZAF,South Africa,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.484175519
ZAF,South Africa,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.549190772
ZAF,South Africa,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.065015253
SDN,Sudan,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,254.025
SDN,Sudan,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,422.0478
SDN,Sudan,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,600.0651
SDN,Sudan,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,782.2881
SDN,Sudan,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,178.0173
SDN,Sudan,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,360.2403
SDN,Sudan,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,182.223
SDN,Sudan,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.01371776
SDN,Sudan,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.022791262
SDN,Sudan,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.032404483
SDN,Sudan,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.042244819
SDN,Sudan,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.009613221
SDN,Sudan,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.019453557
SDN,Sudan,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.009073502
SWZ,Eswatini,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,9.0045
SWZ,Eswatini,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,20.9655
SWZ,Eswatini,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,35.0064
SWZ,Eswatini,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,46.4679
SWZ,Eswatini,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,11.4615
SWZ,Eswatini,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,11.961
SWZ,Eswatini,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.080988049
SWZ,Eswatini,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.147098093
SWZ,Eswatini,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.066110044
SWZ,Eswatini,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.068991165
TZA,Tanzania,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,434.1879
TZA,Tanzania,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,529.6815
TZA,Tanzania,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,747.0414
TZA,Tanzania,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,860.2074
TZA,Tanzania,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,217.3599
TZA,Tanzania,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,330.5259
TZA,Tanzania,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,95.4936
TZA,Tanzania,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.048783218
TZA,Tanzania,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.05951241
TZA,Tanzania,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.0839339
TZA,Tanzania,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.096648676
TZA,Tanzania,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.02442149
TZA,Tanzania,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.037136266
TZA,Tanzania,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.012714776
TZA,Tanzania,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.010729192
TGO,Togo,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,138.3741
TGO,Togo,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,176.9301
TGO,Togo,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,232.4124
TGO,Togo,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,255.0204
TGO,Togo,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,55.4823
TGO,Togo,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,78.0903
TGO,Togo,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,22.608
TGO,Togo,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.242431446
TGO,Togo,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.309981564
TGO,Togo,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.407186563
TGO,Togo,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.446795783
TGO,Togo,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.097204999
TGO,Togo,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.136814218
TGO,Togo,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.03960922
TUN,Tunisia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,621.9333
TUN,Tunisia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,874.8261
TUN,Tunisia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,1043.6841
TUN,Tunisia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,1159.2189
TUN,Tunisia,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,168.858
TUN,Tunisia,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,284.3928
TUN,Tunisia,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,115.5348
TUN,Tunisia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.400322136
TUN,Tunisia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.563102592
TUN,Tunisia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.671792053
TUN,Tunisia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.74615877
TUN,Tunisia,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.108689461
TUN,Tunisia,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.183056178
TUN,Tunisia,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.074366717
TUN,Tunisia,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.162780456
UGA,Uganda,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,155.0799
UGA,Uganda,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,215.0298
UGA,Uganda,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,347.5584
UGA,Uganda,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,433.8531
UGA,Uganda,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,132.5286
UGA,Uganda,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,218.8233
UGA,Uganda,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,86.2947
UGA,Uganda,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.075010652
UGA,Uganda,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.104007841
UGA,Uganda,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.168110646
UGA,Uganda,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.209850561
UGA,Uganda,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.064102806
UGA,Uganda,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.10584272
UGA,Uganda,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.041739914
UGA,Uganda,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.028997188
ZMB,Zambia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,313.5339
ZMB,Zambia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,370.4499
ZMB,Zambia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,460.206
ZMB,Zambia,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,546.4485
ZMB,Zambia,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,89.7561
ZMB,Zambia,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,175.9986
ZMB,Zambia,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,86.2425
ZMB,Zambia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.042157468
ZMB,Zambia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.049810339
ZMB,Zambia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.061878858
ZMB,Zambia,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.073474942
ZMB,Zambia,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.012068519
ZMB,Zambia,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.023664603
ZMB,Zambia,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.007652871
ZWE,Zimbabwe,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,156.0033
ZWE,Zimbabwe,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,279.7317
ZWE,Zimbabwe,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,416.6379
ZWE,Zimbabwe,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,474.9174
ZWE,Zimbabwe,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,136.9062
ZWE,Zimbabwe,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,195.1857
ZWE,Zimbabwe,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,58.2795
ZWE,Zimbabwe,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,123.7284
ZWE,Zimbabwe,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.04003108
ZWE,Zimbabwe,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.071780289
ZWE,Zimbabwe,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.106910976
ZWE,Zimbabwe,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.121865732
ZWE,Zimbabwe,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.035130686
ZWE,Zimbabwe,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.050085443
ZWE,Zimbabwe,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.031749209
SSD,South Sudan ,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,44.478
SSD,South Sudan ,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,55.0998
SSD,South Sudan ,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,75.6054
SSD,South Sudan ,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,99.4365
SSD,South Sudan ,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,23.8311
SSD,South Sudan ,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,10.6218
SSD,South Sudan ,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.007021712
SSD,South Sudan ,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.008698568
SSD,South Sudan ,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.011935773
SSD,South Sudan ,PCNT,Percent of total land area,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.015697973
SSD,South Sudan ,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.003237205
SSD,South Sudan ,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.006999405
SSD,South Sudan ,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.001676856
DZA,Algeria,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,814.3011
DZA,Algeria,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.03514128
AGO,Angola,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,246.825
BEN,Benin,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,78.4314
BFA,Burkina Faso,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,64.4139
BFA,Burkina Faso,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,32.0931
BDI,Burundi,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.043827932
CPV,Cabo Verde,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0
CAF,Central African Republic,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,36.1035
CAF,Central African Republic,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,53.7165
CAF,Central African Republic,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,13.1814
CAF,Central African Republic,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.002115293
COG,Congo,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,115.704
COG,Congo,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,135.135
COG,Congo,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,166.2381
COG,Congo,SQKM,Square kilometers,Total,Total,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,208.8144
COG,Congo,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.005699052
CIV,Côte d'Ivoire,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,184.4001
COD,Democratic Republic of the Congo,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,384.0588
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.01663861
COD,Democratic Republic of the Congo,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.012412283
DJI,Djibouti,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.4743
DJI,Djibouti,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.002190033
GNQ,Equatorial Guinea,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,5.1336
GNQ,Equatorial Guinea,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,9.1197
GNQ,Equatorial Guinea,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,6.0255
GNQ,Equatorial Guinea,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.01897626
GNQ,Equatorial Guinea,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.033710807
GNQ,Equatorial Guinea,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.014734547
GNQ,Equatorial Guinea,PCNT,Percent of total land area,Total,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.022273152
ERI,Eritrea,SQKM,Square kilometers,Total,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,2.8692
