COU,Country,MEAS,Measure,Large subnational region,VAR,Variable,Year,Unit Code,Unit,Value
UGA,Uganda,SQKM,Square kilometers,Ntungamo,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,1.6353
UGA,Uganda,SQKM,Square kilometers,Ntungamo,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.4203
UGA,Uganda,PCNT,Percent of total land area,Ntungamo,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.023032328
UGA,Uganda,PCNT,Percent of total land area,Ntungamo,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.043403724
UGA,Uganda,PCNT,Percent of total land area,Ntungamo,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.104954132
UGA,Uganda,PCNT,Percent of total land area,Ntungamo,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.184215003
UGA,Uganda,PCNT,Percent of total land area,Ntungamo,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.061550407
UGA,Uganda,PCNT,Percent of total land area,Ntungamo,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.140811279
UGA,Uganda,PCNT,Percent of total land area,Ntungamo,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.079260872
UGA,Uganda,SQKM,Square kilometers,Kanungu,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.0207
UGA,Uganda,SQKM,Square kilometers,Kanungu,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.2259
UGA,Uganda,SQKM,Square kilometers,Kanungu,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.945
UGA,Uganda,SQKM,Square kilometers,Kanungu,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,1.2717
UGA,Uganda,SQKM,Square kilometers,Kanungu,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.7191
UGA,Uganda,SQKM,Square kilometers,Kanungu,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,1.0458
UGA,Uganda,SQKM,Square kilometers,Kanungu,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.3267
UGA,Uganda,SQKM,Square kilometers,Kanungu,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.2052
UGA,Uganda,PCNT,Percent of total land area,Kanungu,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.001635746
UGA,Uganda,PCNT,Percent of total land area,Kanungu,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.017850971
UGA,Uganda,PCNT,Percent of total land area,Kanungu,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.074675375
UGA,Uganda,PCNT,Percent of total land area,Kanungu,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.10049172
UGA,Uganda,PCNT,Percent of total land area,Kanungu,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.056824405
UGA,Uganda,PCNT,Percent of total land area,Kanungu,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.082640749
UGA,Uganda,PCNT,Percent of total land area,Kanungu,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.016215224
UGA,Uganda,SQKM,Square kilometers,Busia,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.2241
UGA,Uganda,SQKM,Square kilometers,Busia,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.5733
UGA,Uganda,SQKM,Square kilometers,Busia,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.9702
UGA,Uganda,SQKM,Square kilometers,Busia,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,1.2591
UGA,Uganda,SQKM,Square kilometers,Busia,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.3969
UGA,Uganda,SQKM,Square kilometers,Busia,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.6858
UGA,Uganda,PCNT,Percent of total land area,Busia,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.02859883
UGA,Uganda,PCNT,Percent of total land area,Busia,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.073162468
UGA,Uganda,PCNT,Percent of total land area,Busia,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.123813407
UGA,Uganda,PCNT,Percent of total land area,Busia,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.160681778
UGA,Uganda,PCNT,Percent of total land area,Busia,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.036868371
UGA,Uganda,PCNT,Percent of total land area,Busia,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.044563638
UGA,Uganda,SQKM,Square kilometers,Bududa,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0
UGA,Uganda,SQKM,Square kilometers,Bududa,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.0072
UGA,Uganda,SQKM,Square kilometers,Bududa,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.0207
UGA,Uganda,SQKM,Square kilometers,Bududa,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,0.0468
UGA,Uganda,SQKM,Square kilometers,Bududa,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.0135
UGA,Uganda,SQKM,Square kilometers,Bududa,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.0396
UGA,Uganda,SQKM,Square kilometers,Bududa,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.0261
UGA,Uganda,PCNT,Percent of total land area,Bududa,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0
UGA,Uganda,PCNT,Percent of total land area,Bududa,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.002840949
UGA,Uganda,PCNT,Percent of total land area,Bududa,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.00816773
UGA,Uganda,PCNT,Percent of total land area,Bududa,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.018466171
UGA,Uganda,PCNT,Percent of total land area,Bududa,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.00532678
UGA,Uganda,PCNT,Percent of total land area,Bududa,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.015625222
UGA,Uganda,PCNT,Percent of total land area,Bududa,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.010298442
UGA,Uganda,PCNT,Percent of total land area,Bududa,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.002840949
UGA,Uganda,SQKM,Square kilometers,Yumbe,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.126
UGA,Uganda,SQKM,Square kilometers,Yumbe,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.1773
UGA,Uganda,SQKM,Square kilometers,Yumbe,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.7533
UGA,Uganda,SQKM,Square kilometers,Yumbe,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,1.1079
UGA,Uganda,SQKM,Square kilometers,Yumbe,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.576
UGA,Uganda,SQKM,Square kilometers,Yumbe,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.9306
UGA,Uganda,SQKM,Square kilometers,Yumbe,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.3546
UGA,Uganda,SQKM,Square kilometers,Yumbe,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.0513
UGA,Uganda,PCNT,Percent of total land area,Yumbe,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.005383239
UGA,Uganda,PCNT,Percent of total land area,Yumbe,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.007574986
UGA,Uganda,PCNT,Percent of total land area,Yumbe,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.032184076
UGA,Uganda,PCNT,Percent of total land area,Yumbe,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.047334047
UGA,Uganda,PCNT,Percent of total land area,Yumbe,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.02460909
UGA,Uganda,PCNT,Percent of total land area,Yumbe,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.039759062
UGA,Uganda,PCNT,Percent of total land area,Yumbe,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.015149971
UGA,Uganda,SQKM,Square kilometers,Bushenyi,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.0387
UGA,Uganda,SQKM,Square kilometers,Bushenyi,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.3726
UGA,Uganda,SQKM,Square kilometers,Bushenyi,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,1.0602
UGA,Uganda,SQKM,Square kilometers,Bushenyi,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,1.71
UGA,Uganda,SQKM,Square kilometers,Bushenyi,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.6876
UGA,Uganda,SQKM,Square kilometers,Bushenyi,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,1.3374
UGA,Uganda,SQKM,Square kilometers,Bushenyi,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.6498
UGA,Uganda,SQKM,Square kilometers,Bushenyi,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.3339
UGA,Uganda,PCNT,Percent of total land area,Bushenyi,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.004243732
UGA,Uganda,PCNT,Percent of total land area,Bushenyi,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.04085826
UGA,Uganda,PCNT,Percent of total land area,Bushenyi,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.116258528
UGA,Uganda,PCNT,Percent of total land area,Bushenyi,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.187513755
UGA,Uganda,PCNT,Percent of total land area,Bushenyi,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.075400268
UGA,Uganda,PCNT,Percent of total land area,Bushenyi,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.146655495
UGA,Uganda,PCNT,Percent of total land area,Bushenyi,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.071255227
UGA,Uganda,SQKM,Square kilometers,Kitgum,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.6507
UGA,Uganda,SQKM,Square kilometers,Kitgum,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.8064
UGA,Uganda,SQKM,Square kilometers,Kitgum,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,1.5417
UGA,Uganda,SQKM,Square kilometers,Kitgum,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,1.7343
UGA,Uganda,SQKM,Square kilometers,Kitgum,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.7353
UGA,Uganda,SQKM,Square kilometers,Kitgum,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.9279
UGA,Uganda,SQKM,Square kilometers,Kitgum,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.1557
UGA,Uganda,PCNT,Percent of total land area,Kitgum,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.016099302
UGA,Uganda,PCNT,Percent of total land area,Kitgum,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.019951555
UGA,Uganda,PCNT,Percent of total land area,Kitgum,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.038143989
UGA,Uganda,PCNT,Percent of total land area,Kitgum,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.042909204
UGA,Uganda,PCNT,Percent of total land area,Kitgum,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.018192434
UGA,Uganda,PCNT,Percent of total land area,Kitgum,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.022957649
UGA,Uganda,PCNT,Percent of total land area,Kitgum,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.004765215
UGA,Uganda,PCNT,Percent of total land area,Kitgum,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.003852253
UGA,Uganda,SQKM,Square kilometers,Otuke,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.0054
UGA,Uganda,SQKM,Square kilometers,Otuke,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.0063
UGA,Uganda,SQKM,Square kilometers,Otuke,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.0243
UGA,Uganda,SQKM,Square kilometers,Otuke,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,0.0756
UGA,Uganda,SQKM,Square kilometers,Otuke,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.018
UGA,Uganda,SQKM,Square kilometers,Otuke,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.0693
UGA,Uganda,SQKM,Square kilometers,Otuke,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.0513
UGA,Uganda,PCNT,Percent of total land area,Otuke,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.00034666
UGA,Uganda,PCNT,Percent of total land area,Otuke,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.000404436
UGA,Uganda,PCNT,Percent of total land area,Otuke,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.001559968
UGA,Uganda,PCNT,Percent of total land area,Otuke,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.004853233
UGA,Uganda,PCNT,Percent of total land area,Otuke,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.003293265
UGA,Uganda,PCNT,Percent of total land area,Otuke,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.000057777
UGA,Uganda,SQKM,Square kilometers,Lira,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,1.0611
UGA,Uganda,SQKM,Square kilometers,Lira,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,2.1789
UGA,Uganda,SQKM,Square kilometers,Lira,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,4.5306
UGA,Uganda,SQKM,Square kilometers,Lira,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,5.9598
UGA,Uganda,SQKM,Square kilometers,Lira,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,2.3517
UGA,Uganda,SQKM,Square kilometers,Lira,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,3.7809
UGA,Uganda,SQKM,Square kilometers,Lira,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,1.4292
UGA,Uganda,SQKM,Square kilometers,Lira,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,1.1178
UGA,Uganda,PCNT,Percent of total land area,Lira,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.079294888
UGA,Uganda,PCNT,Percent of total land area,Lira,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.162826906
UGA,Uganda,PCNT,Percent of total land area,Lira,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.338566975
UGA,Uganda,PCNT,Percent of total land area,Lira,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.445369589
UGA,Uganda,PCNT,Percent of total land area,Lira,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.175740069
UGA,Uganda,PCNT,Percent of total land area,Lira,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.282542682
UGA,Uganda,PCNT,Percent of total land area,Lira,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.083532019
UGA,Uganda,SQKM,Square kilometers,Lamwo,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.0324
UGA,Uganda,SQKM,Square kilometers,Lamwo,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.0558
UGA,Uganda,SQKM,Square kilometers,Lamwo,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.126
UGA,Uganda,SQKM,Square kilometers,Lamwo,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,0.1629
UGA,Uganda,SQKM,Square kilometers,Lamwo,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.0369
UGA,Uganda,SQKM,Square kilometers,Lamwo,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.0234
UGA,Uganda,PCNT,Percent of total land area,Lamwo,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.000576585
UGA,Uganda,PCNT,Percent of total land area,Lamwo,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.000993007
UGA,Uganda,PCNT,Percent of total land area,Lamwo,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.002242275
UGA,Uganda,PCNT,Percent of total land area,Lamwo,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.002898941
UGA,Uganda,PCNT,Percent of total land area,Lamwo,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.001249267
UGA,Uganda,PCNT,Percent of total land area,Lamwo,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.001905933
UGA,Uganda,SQKM,Square kilometers,Kyankwanzi,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.0036
UGA,Uganda,SQKM,Square kilometers,Kyankwanzi,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.009
UGA,Uganda,SQKM,Square kilometers,Kyankwanzi,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.0882
UGA,Uganda,SQKM,Square kilometers,Kyankwanzi,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,0.3231
UGA,Uganda,SQKM,Square kilometers,Kyankwanzi,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.0792
UGA,Uganda,SQKM,Square kilometers,Kyankwanzi,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.3141
UGA,Uganda,SQKM,Square kilometers,Kyankwanzi,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.2349
UGA,Uganda,PCNT,Percent of total land area,Kyankwanzi,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.0001456
UGA,Uganda,PCNT,Percent of total land area,Kyankwanzi,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.000364
UGA,Uganda,PCNT,Percent of total land area,Kyankwanzi,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.003567205
UGA,Uganda,PCNT,Percent of total land area,Kyankwanzi,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.013067618
UGA,Uganda,PCNT,Percent of total land area,Kyankwanzi,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.003203204
UGA,Uganda,PCNT,Percent of total land area,Kyankwanzi,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.012703617
UGA,Uganda,PCNT,Percent of total land area,Kyankwanzi,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.009500413
UGA,Uganda,SQKM,Square kilometers,Bukwo,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0
UGA,Uganda,SQKM,Square kilometers,Bukwo,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.0207
UGA,Uganda,SQKM,Square kilometers,Bukwo,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.072
UGA,Uganda,SQKM,Square kilometers,Bukwo,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,0.1404
UGA,Uganda,SQKM,Square kilometers,Bukwo,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.0513
UGA,Uganda,SQKM,Square kilometers,Bukwo,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.1197
UGA,Uganda,SQKM,Square kilometers,Bukwo,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.0684
UGA,Uganda,SQKM,Square kilometers,Bukwo,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.0207
UGA,Uganda,PCNT,Percent of total land area,Bukwo,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0
UGA,Uganda,PCNT,Percent of total land area,Bukwo,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.003783405
UGA,Uganda,PCNT,Percent of total land area,Bukwo,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.01315967
UGA,Uganda,PCNT,Percent of total land area,Bukwo,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.025661356
UGA,Uganda,PCNT,Percent of total land area,Bukwo,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.009376265
UGA,Uganda,PCNT,Percent of total land area,Bukwo,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.021877951
UGA,Uganda,PCNT,Percent of total land area,Bukwo,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.012501686
UGA,Uganda,SQKM,Square kilometers,Iganga,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.657
UGA,Uganda,SQKM,Square kilometers,Iganga,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,2.0655
UGA,Uganda,SQKM,Square kilometers,Iganga,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,5.0589
UGA,Uganda,SQKM,Square kilometers,Iganga,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,7.2045
UGA,Uganda,SQKM,Square kilometers,Iganga,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,1.4085
UGA,Uganda,PCNT,Percent of total land area,Iganga,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.064037447
UGA,Uganda,PCNT,Percent of total land area,Iganga,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.201323207
UGA,Uganda,PCNT,Percent of total land area,Iganga,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.493088342
UGA,Uganda,PCNT,Percent of total land area,Iganga,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.702218854
UGA,Uganda,PCNT,Percent of total land area,Iganga,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.291765135
UGA,Uganda,PCNT,Percent of total land area,Iganga,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.500895647
UGA,Uganda,PCNT,Percent of total land area,Iganga,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.13728576
UGA,Uganda,SQKM,Square kilometers,Kayunga,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.6228
UGA,Uganda,SQKM,Square kilometers,Kayunga,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,1.305
UGA,Uganda,SQKM,Square kilometers,Kayunga,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,2.6442
UGA,Uganda,SQKM,Square kilometers,Kayunga,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,4.1697
UGA,Uganda,SQKM,Square kilometers,Kayunga,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,1.3392
UGA,Uganda,SQKM,Square kilometers,Kayunga,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,2.8647
UGA,Uganda,SQKM,Square kilometers,Kayunga,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.6822
UGA,Uganda,PCNT,Percent of total land area,Kayunga,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.038537963
UGA,Uganda,PCNT,Percent of total land area,Kayunga,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.080751513
UGA,Uganda,PCNT,Percent of total land area,Kayunga,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.163619272
UGA,Uganda,PCNT,Percent of total land area,Kayunga,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.258015005
UGA,Uganda,PCNT,Percent of total land area,Kayunga,BUILT_UP_SINCE_1990,Built-up since 1990,2000,PC,Percentage,0.082867759
UGA,Uganda,PCNT,Percent of total land area,Kayunga,BUILT_UP_SINCE_1990,Built-up since 1990,2014,PC,Percentage,0.177263493
UGA,Uganda,PCNT,Percent of total land area,Kayunga,BUILT_UP_SINCE_2000,Built-up since 2000,2014,PC,Percentage,0.094395734
UGA,Uganda,PCNT,Percent of total land area,Kayunga,BUILT_UP_SINCE_1975,Built-up since 1975,1990,PC,Percentage,0.042213549
UGA,Uganda,SQKM,Square kilometers,Bukomansimbi,BUILT_UP_BEFORE,Area built-up before,1975,KM2,Square kilometres,0.0675
UGA,Uganda,SQKM,Square kilometers,Bukomansimbi,BUILT_UP_BEFORE,Area built-up before,1990,KM2,Square kilometres,0.3366
UGA,Uganda,SQKM,Square kilometers,Bukomansimbi,BUILT_UP_BEFORE,Area built-up before,2000,KM2,Square kilometres,0.5418
UGA,Uganda,SQKM,Square kilometers,Bukomansimbi,BUILT_UP_BEFORE,Area built-up before,2014,KM2,Square kilometres,0.7218
UGA,Uganda,SQKM,Square kilometers,Bukomansimbi,BUILT_UP_SINCE_1990,Built-up since 1990,2000,KM2,Square kilometres,0.2052
UGA,Uganda,SQKM,Square kilometers,Bukomansimbi,BUILT_UP_SINCE_1990,Built-up since 1990,2014,KM2,Square kilometres,0.3852
UGA,Uganda,SQKM,Square kilometers,Bukomansimbi,BUILT_UP_SINCE_2000,Built-up since 2000,2014,KM2,Square kilometres,0.18
UGA,Uganda,SQKM,Square kilometers,Bukomansimbi,BUILT_UP_SINCE_1975,Built-up since 1975,1990,KM2,Square kilometres,0.2691
UGA,Uganda,PCNT,Percent of total land area,Bukomansimbi,BUILT_UP_BEFORE,Area built-up before,1975,PC,Percentage,0.011170106
UGA,Uganda,PCNT,Percent of total land area,Bukomansimbi,BUILT_UP_BEFORE,Area built-up before,1990,PC,Percentage,0.055701594
UGA,Uganda,PCNT,Percent of total land area,Bukomansimbi,BUILT_UP_BEFORE,Area built-up before,2000,PC,Percentage,0.089658716
UGA,Uganda,PCNT,Percent of total land area,Bukomansimbi,BUILT_UP_BEFORE,Area built-up before,2014,PC,Percentage,0.119445665
