Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
SYC,Seychelles,SC,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,334.2119759,321.2553024,314.601866,312.6631785,326.1252758,359.6957691,362.4364589,380.103614,400.3494923,441.5280583,474.4429433,487.5395895,522.5110219,560.6719392,547.0107824,549.6639823,604.6190903,678.3441762,695.0819158,708.0938854,738.2105265,721.4445613,730.1944758,687.2069928,667.6184745,727.7425999,796.195003,879.1400248,860.3218986,850.7981351,901.3780843,949.8632114,984.8181776,1044.084536,1091.120544,1144.989165,1195.299989,1258.718776,1303.855049,1346.836916,1390.887879
SYC,Seychelles,SC,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,147.3572147,153.9052291,147.7594513,146.7128505,151.313242,168.8875391,207.8506236,249.2670348,283.8287752,304.8328674,368.5847589,374.3589663,433.6601382,473.9137707,486.445592,508.2135039,503.0600371,562.9541698,608.3586845,622.9757764,738.2105265,747.0710506,837.4227389,847.2528255,840.0836476,918.1850769,1016.419769,1033.635773,967.2119749,847.4254564,969.9739851,1018.427228,1059.495543,1327.903814,1342.681569,1377.493113,1427.575903,1486.682658,1780.546356,1871.649816,1945.623009
SYC,Seychelles,SC,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,123.43651,131.1497216,144.0052255,147.6585634,138.9315854,156.7210936,193.935685,228.0531642,246.212086,265.7057027,293.7098316,304.2929985,357.3813252,387.5496234,379.8958041,388.8096733,353.7747077,445.0449482,494.3771538,553.4409711,496.4086131,564.166547,613.0295405,663.6370788,718.4560489,779.9082446,907.1311114,833.7241013,632.8306709,692.8457941,753.2899668,824.298013,839.4712344,974.7412935,1037.414118,996.3883678,1084.255838,1178.02887,1457.483655,1534.885189,1589.739127
SYC,Seychelles,SC,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,42.24063079,48.8525587,51.58305024,48.17041096,46.42386104,58.50584428,80.55964344,72.6070132,77.19784455,84.08139263,102.006783,105.5714261,131.706879,139.8621643,142.8441452,149.0979574,148.0891271,166.3238062,164.8745142,143.9674038,248.334826,255.6362497,264.4125392,300.750554,324.9337006,332.02024,400.4048372,395.782551,264.0444574,244.5036414,264.7037138,292.3980834,291.3266861,241.9494196,265.2407843,279.9865554,287.809627,311.9447507,396.8427832,420.3087452,436.593036
SYC,Seychelles,SC,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,81.19587919,82.29716291,92.42217522,99.48815244,92.50772432,98.21524936,113.3760416,155.446151,169.0142415,181.6243101,191.7030486,198.7215724,225.6744462,247.6874591,237.0516589,239.7117159,205.6855805,278.721142,329.5026396,409.4735673,248.0737871,308.5302973,348.6170013,362.8865248,393.5223484,447.8880047,506.7262742,437.9415503,368.7862135,448.3421527,488.5862531,531.8999296,548.1445483,732.791874,772.1733333,716.4018124,796.4462108,866.0841193,1060.640871,1114.576444,1153.146091
SYC,Seychelles,SC,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,56.46164316,48.12412509,46.56209653,31.35509572,32.82395058,38.33576524,51.0783109,49.26776916,72.49836075,83.69171691,90.57692668,83.52696287,91.97614985,134.5548516,126.2693192,154.158888,196.6205095,179.6336897,210.4447008,189.5713307,241.5565958,324.6408918,267.863164,151.7871167,155.9683104,303.725148,273.571861,281.1184726,368.7862135,231.1369408,355.2201231,360.5991838,403.7352158,455.6733002,528.5254902,507.701523,519.6898693,492.7763649,614.0988527,648.4144644,702.4984928
SYC,Seychelles,SC,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,44.04450904,38.1502652,37.51572512,4.461406289,9.916601382,2.410878106,13.78807181,30.87500078,52.78640939,51.46962911,60.31591373,35.06896585,51.11304613,82.16311402,89.95502249,58.91960743,99.04872052,137.5545436,127.7119041,104.5196975,171.3758761,238.3741516,239.1836291,166.0989387,144.2651114,282.2372624,231.3168321,243.8442865,240.847599,186.4335857,271.5923181,274.9754645,286.0640011,343.6144279,434.6807843,435.7422774,433.4183824,380.3783527,467.136948,497.2450999,544.8532181
SYC,Seychelles,SC,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,12.41713412,9.973859893,9.046371411,26.89368943,22.90734919,35.92488713,37.29023909,18.39276838,19.71195136,32.2220878,30.26101295,48.45799702,40.86310372,52.39173754,36.31429668,95.2392806,97.57178902,42.07914609,82.73279665,85.05163322,70.18071973,86.26674019,28.67953494,-14.31182193,11.70319896,21.48788556,42.25502886,37.27418606,127.9386145,44.70335503,83.62780507,85.62371924,117.6712147,112.0588723,93.84470588,71.95924568,86.27148697,112.3980122,146.9619047,151.1693645,157.6452748
SYC,Seychelles,SC,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,73.27967209,74.25272212,61.41130005,61.05525708,74.36034379,81.45123649,80.39774705,96.73197012,136.9537314,175.336361,230.3209728,218.932148,242.9138732,257.3564179,250.0662597,271.3792821,330.6347945,361.4355243,366.3940815,415.8541882,505.7304732,510.603712,549.9932506,616.6539879,617.6413305,720.6480725,857.5262945,867.4528678,368.7862135,915.1421377,909.7888138,1020.732367,1114.11159,1205.584577,1179.053333,1108.242686,1149.733904,1351.262448,1702.994397,1753.11032,1798.330662
SYC,Seychelles,SC,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,105.8206025,100.745536,104.6922262,93.87319656,94.80270922,107.6204773,116.5654005,124.7854915,171.8562218,219.9188058,246.0229721,232.4121672,258.6109278,305.6240145,269.7859514,306.1128063,377.9696372,423.1768919,462.856611,536.8449199,505.4851556,652.3401003,593.4632163,202.3023678,651.9820421,-886.0963882,1021.809498,948.6596683,368.7862135,991.6994161,1048.324919,1187.202336,1297.822496,1308.095357,1402.311373,1234.839463,1326.103708,1535.385025,1994.030549,2064.760158,2144.945272
SYC,Seychelles,SC,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,83.76685883,85.21459755,97.45923134,100.6446013,91.81720221,92.79612602,93.30531785,91.48950016,86.74669645,87.16438782,79.68583194,81.28374793,82.41046242,81.77640055,78.0962579,76.50518342,70.32455007,79.05527165,81.2640908,88.83828105,67.24485703,75.51712071,73.20431033,78.32810453,85.5219657,84.94020043,89.24768476,80.65936985,65.42833291,81.75890738,77.66084229,80.93833223,79.23310669,73.40451041,77.26434487,72.33345547,75.95083636,79.23875776,81.8559792,82.00707078,81.70848716
SYC,Seychelles,SC,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,28.665465,31.74197458,34.91015281,32.8331232,30.68063339,34.64189518,38.75843239,29.12820513,27.19873787,27.58278441,27.67525799,28.20058704,30.37099041,29.51215451,29.36487606,29.33766148,29.43766473,29.54482178,27.10153047,23.1096311,33.64010903,34.2184655,31.57455929,35.49714382,38.67873175,36.16049186,39.3936491,38.29033023,27.29954387,28.85252497,27.28977456,28.71074884,27.49673539,18.22040248,19.75455614,20.32580437,20.16072325,20.98260507,22.28769736,22.45659106,22.43975497
SYC,Seychelles,SC,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,55.10139383,53.47262297,62.54907853,67.81147807,61.13656882,58.15423084,54.54688546,62.36129504,59.54795858,59.5816034,52.01057394,53.08316089,52.03947201,52.26424603,48.73138184,47.16752194,40.88688534,49.51044986,54.16256034,65.72864995,33.60474799,41.2986552,41.62975104,42.83096071,46.84323395,48.77970857,49.85403566,42.36903961,38.12878904,52.90638241,50.37106774,52.2275834,51.7363713,55.18410792,57.50978872,52.0076511,55.7901131,58.25615269,59.56828183,59.55047972,59.26873219
SYC,Seychelles,SC,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,38.31617155,31.26867447,31.51209356,21.37174461,21.69271516,22.69898977,24.57452858,19.76505606,25.5429918,27.45495183,24.57424635,22.31199741,21.20927006,28.39226456,25.95754207,30.33348914,39.08489942,31.90911434,34.59220788,30.42996821,32.72191158,43.45515618,31.9866122,17.91520927,18.5658072,33.07885911,26.915244,27.19705333,38.12878904,27.27519441,36.62161342,35.40745711,38.10636281,34.31523393,39.36342783,36.85691914,36.4036594,33.14603573,34.48934934,34.64400546,36.10660901
SYC,Seychelles,SC,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,29.88961832,24.78815399,25.38972959,3.040910373,6.553690379,1.427505024,6.633644666,12.38631527,18.59797667,16.88454055,16.36419094,9.367737657,11.78642942,17.33714424,18.4923091,11.59347538,19.68924447,24.43441243,20.99286283,16.77748982,23.21504095,31.90782877,28.56187418,19.60441248,17.17270796,30.73860265,22.75800207,23.59092949,24.90122178,21.99999827,27.99995899,27.0000111,27.00001928,25.87645462,32.37407845,31.63299135,30.36044399,25.58571264,26.23559597,26.56720801,28.00404886
SYC,Seychelles,SC,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,8.426553223,6.480520479,6.122363972,18.33083424,15.13902478,21.27148475,17.94088391,7.378740795,6.945015125,10.57041128,8.210055412,12.94425976,9.422840636,11.05512032,7.465232962,18.74001377,19.39565496,7.474701911,13.59934505,13.65247839,9.50687063,11.54732741,3.424738022,-1.689203211,1.393099246,2.340256458,4.157241933,3.606123842,13.22756726,5.275196148,8.621654432,8.407446004,11.10634353,8.438779308,6.989349379,5.223927799,6.043215412,7.560323086,8.253753361,8.076797446,8.102560158
SYC,Seychelles,SC,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,49.72927335,48.24574353,41.56167305,41.61548008,49.14331543,48.22809125,38.68054165,38.80656349,48.25223636,57.51885041,62.48792639,58.48187643,56.01480325,54.30448191,51.40683025,53.39867596,65.72471875,64.20336569,60.22665425,66.75286648,68.50762148,68.34740974,65.67689473,72.78275968,73.52140852,78.48614518,84.36733725,83.92248896,38.12878904,107.9908717,93.79517676,100.226343,105.1549104,90.78854689,87.81332528,80.45359174,80.53749727,90.89111522,95.64448529,93.66657723,92.42955357
SYC,Seychelles,SC,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,71.81229824,65.45946264,70.85315038,63.9843042,62.65328003,63.72316032,56.08133304,50.06096838,60.54925957,72.14405967,66.74800468,62.08270353,59.63447065,64.489372,55.46066318,60.23311147,75.13410117,75.17075361,76.08284764,86.17428482,68.47439009,87.31968663,70.86781726,23.87744977,77.60918142,-96.50520472,100.530266,91.77891214,38.12878904,117.0249735,108.0776325,116.5721324,122.4943799,98.50829123,104.441098,89.64396636,92.89199303,103.2759087,111.9898138,110.3176535,110.2446497
SYC,Seychelles,SC,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,-8.131291928,-10.6310279,-18.71140645,-11.2490873,-12.77914874,-22.21743093,-34.21101511,-0.5205804065,9.685291245,-2.714608415,17.29255407,3.795129548,9.20275064,-27.71694422,-12.76777596,-22.89099956,-34.93457098,-49.82822601,-64.02119167,-46.8711492,-84.55642582,-59.41074207,-117.3695953,50.06110296,18.22652211,63.94296612,31.5653367,-88.9968747,-31.54088936,30.28796697,22.15691175,107.113312,99.87219235,86.08089114,127.678333,25.68260713,2.926241095,0.672861686,-6.11910218,-7.741025345,-2.184331812
SYC,Seychelles,SC,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,55.85052492,55.42380271,54.16393486,52.24548753,53.8305416,58.43312758,72.27869176,106.8825943,132.1284141,144.8627176,168.8833281,161.7103126,195.4498625,208.9869779,216.6568021,204.1476051,197.6497303,214.6744942,229.9828454,237.9753879,230.1004006,220.3350416,269.6904944,345.8009302,336.9821705,393.7128326,448.6002884,456.1986299,308.4382498,284.9458646,322.2144759,404.969779,439.595472,506.7376068,502.948038,471.3951096,540.9808072,595.6338239,730.4235747,772.0305716,804.4496007
SYC,Seychelles,SC,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,63.98181685,66.05483061,72.87534131,63.49457483,66.60969035,80.65055851,106.4897069,107.4031747,122.4431229,147.577326,151.590774,157.915183,186.2471119,236.7039222,229.424578,227.0386046,232.5843013,264.5027202,294.0040371,284.8465371,314.6568264,279.7457837,387.0600897,295.7398273,318.7556484,329.7698665,417.0349517,418.6172859,368.7862135,254.6578976,300.0575642,297.856467,339.7232796,420.6567157,375.2697049,445.7125025,538.0545661,594.9609622,736.5426769,779.7715969,806.6339325
SYC,Seychelles,SC,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,-5.518081993,-6.907515722,-12.66342443,-7.66741786,-8.445492657,-13.15516292,-16.45942385,-0.2088444655,3.412371152,-0.8905235313,4.691608551,1.013767504,2.122111264,-5.848520541,-2.624707915,-4.504209232,-6.944413869,-8.851204714,-10.52359296,-7.52375148,-11.45424277,-7.952488859,-14.01557301,5.908638066,2.16960801,6.964060703,3.105541397,-8.610080745,-3.261011049,3.574115781,2.284278969,10.51752242,9.426390981,6.482464333,9.509204269,1.864445411,0.2049797205,0.0452592678,-0.3436643006,-0.4135936797,-0.1122690162
SYC,Seychelles,SC,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,37.90145263,36.01164368,36.65683271,35.61070986,35.57556556,34.5988389,34.77434443,42.87875226,46.55215597,47.52201388,45.81940083,43.19659128,45.06982434,44.09810199,44.53875328,40.1696538,39.28949147,38.133565,37.80382385,38.19978191,31.17002432,29.49318427,32.20482104,40.81437321,40.1129306,42.87946325,44.1353368,44.1353368,31.88941595,33.62488847,33.21887812,39.76423332,41.49101661,38.16071626,37.45847487,34.22123167,37.89506436,40.06462447,41.0224408,41.24866548,41.34663277
SYC,Seychelles,SC,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,43.41953463,42.9191594,49.32025714,43.27812772,44.02105822,47.75400182,51.23376828,43.08759673,43.13978482,48.41253741,41.12779228,42.18282377,42.94771308,49.94662253,47.16346119,44.67386303,46.23390533,46.98476971,48.3274168,45.72353339,42.62426708,37.44567313,46.22039405,34.90573514,37.94332259,35.91540255,41.0297954,40.49949669,38.12878904,30.05077269,30.93459915,29.24671091,32.06462563,31.67825193,27.9492706,32.35678626,37.69008464,40.0193652,41.3661051,41.66225916,41.45890179
SYC,Seychelles,SC,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,-16.22480103,-21.91482011,-44.05462266,-25.88362196,-13.51414526,-18.57154872,-33.23484652,-20.34464286,-27.6766476,-26.63974352,4.759317207,2.258710983,2.772354549,-42.3812396,-21.16355415,-44.3092965,-66.2167002,-60.33980812,-100.3184988,-121.8969087,-64.47302107,-146.2447012,-108.5411457,-11.45236454,-50.53967748,-172.1542709,-133.7673457,-194.010238,-184.1124842,-125.4202217,-185.7008249,-229.7830336,-273.0019342,-134.5047576,-295.8138536,-255.8855229,-260.960472,-304.7117315,-324.2142057,-328.6536979,-330.2552827
SYC,Seychelles,SC,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,-11.01052369,-14.23916539,-29.81509628,-17.64236866,-8.931237667,-10.99639962,-15.98977474,-8.161786365,-9.751177477,-8.73913097,1.291240913,0.6033543166,0.6392919951,-8.942816653,-4.35065185,-8.718638163,-13.16278283,-10.71842281,-16.49002494,-19.56687777,-8.733690289,-19.57574197,-12.96133251,-1.351705677,-6.016029192,-18.74940851,-13.1606399,-18.76969073,-19.03538097,-14.80014799,-19.1449284,-22.56253833,-25.7671621,-10.12910394,-22.03157178,-18.57617439,-18.27997177,-20.49608435,-18.20869222,-17.55957205,-16.97426897
SYC,Seychelles,SC,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,,10.49739151,-0.9126933944,6.052638578,4.094316693,0.8342586721,0.2365013075,2.594225608,1.83916312,1.580111763,3.888883152,2.032128467,3.240704944,1.286056487,1.846245891,-0.287172796,-1.099999599,0,2.699990679,6.231188897,6.268796293,6,0.2,3.617055991,3.582078234,0.6481895689,-1.826492808,5.3,37.03703704,31.75444077,-2.404638751,2.559267722,7.110370623,4.338938483,1.385834546,4.041944107,-1.015481917,2.856795756,4.397412016,3.590051418,3.100621038
SLE,Sierra Leone,SL,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,,1.878350401,1.779841392,-1.575767663,1.69970871,-6.740417548,0.1324545491,2.382205516,2.058083901,4.951826719,1.61080331,-7.99250034,-9.646294367,0.0543008236,3.499994129,-10.0249992,-24.78666467,-17.59586748,-0.8374352805,-8.121774051,3.8072831,18.16993744,26.53922548,9.326598303,6.615217736,7.254194788,4.241051632,8.042559431,5.399677795,3.186808907,5.346664697,6.31200175,15.17818971,20.71638463,4.554872882,-20.49283375,6.304111035,5.804111035,3.515784558,5.582803593,5.784679854
SLE,Sierra Leone,SL,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,,-0.4824350979,-0.5333164811,-3.849090653,-0.7941075007,-9.196944977,-2.756729261,-0.7194566236,-0.8494891253,2.568899715,0.1315456309,-8.52268635,-9.523071455,0.6125636727,4.072097231,-9.839737563,-24.91893588,-18.03808496,-1.935076925,-9.864121754,0.9303891403,13.81007825,20.97273768,4.231263583,1.908479935,3.109054222,0.8491090819,5.048021277,2.836132776,0.8175673275,2.925168511,3.852304666,12.54967822,17.99626849,2.234853493,-22.22714306,4.016461065,3.549736066,1.336553297,3.394381998,3.631265486
SLE,Sierra Leone,SL,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,1296.685549,1321.041848,1344.554297,1323.367245,1345.860634,1255.144007,1256.806503,1286.746217,1313.228533,1378.257335,1400.458349,1288.526711,1164.231632,1164.863819,1205.633984,1084.769187,815.8910862,672.3279719,666.6976602,612.5499827,635.8714946,751.4089474,950.8270622,1039.506883,1108.272527,1188.668774,1239.080831,1338.734643,1411.022,1455.988575,1533.835402,1630.65112,1878.15444,2267.240138,2370.510044,1884.725362,2003.540541,2119.828259,2194.356853,2316.863487,2450.886622
SLE,Sierra Leone,SL,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,1700.962828,1823.16269,2049.970492,1782.136846,2061.96182,1754.722109,1314.160536,1144.809657,1876.633894,1723.8276,947.8687998,1138.057268,992.1252948,1121.830576,1330.442079,1272.522142,1373.996675,1240.019982,981.0296953,976.6842558,635.8714946,805.6637213,935.8103505,991.6382237,1421.491125,1956.163086,1864.822301,2158.653309,2505.45874,2453.899847,2578.02628,2942.546757,3801.862575,4920.343197,5015.157836,4214.782161,3674.794539,3603.08519,3832.437135,4001.07898,4303.34347
SLE,Sierra Leone,SL,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,1131.991287,1236.355014,1361.49176,1133.345799,1285.647597,1112.506193,833.8872743,751.8258171,1240.774485,1113.3621,593.0562709,714.0080719,598.1775662,740.1688933,837.8770835,828.3749285,853.7587485,841.1280085,637.1592842,648.2867753,720.2093584,898.9643491,1023.820817,1020.837085,1399.141475,1927.328653,1816.601733,2112.94937,618.7907323,2560.495931,2229.943683,3123.407498,3801.36211,5594.682482,5415.196541,4747.136329,4139.434291,3879.854151,4078.745796,4208.379275,4561.1147
SLE,Sierra Leone,SL,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,89.2550954,98.2227569,122.7949758,94.36013929,121.9546249,124.0636394,91.55113574,64.70294691,97.85907925,109.8677846,50.67152648,74.87878542,57.79850313,77.65671176,92.45492041,76.62576005,92.17991772,87.57572732,68.58188051,66.37069061,91.13982764,141.6404511,153.5172083,157.9957379,147.5891557,196.2448094,185.5830106,174.6253095,241.8682185,257.9816864,270.0227774,296.4101119,387.8273886,428.3547394,358.3633732,431.8369803,383.0863996,454.1956641,463.3351092,459.1435182,479.1634824
SLE,Sierra Leone,SL,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,1042.736192,1138.132257,1238.696784,1038.98566,1163.692972,988.4425537,742.3361386,687.1228702,1142.915405,1003.494316,542.3847444,639.1292865,540.379063,662.5121815,745.4221631,751.7491684,761.5788308,753.5522811,568.5774037,581.9160847,629.0695308,757.323898,870.3036084,862.8413469,1251.552319,1731.083843,1631.018723,1938.324061,376.9225138,2302.514245,1959.920905,2826.997386,3413.534721,5166.327742,5056.833168,4315.299348,3756.347891,3425.658487,3615.410687,3749.235757,4081.951217
SLE,Sierra Leone,SL,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,206.7060341,199.0337348,194.8088659,163.0218555,165.441541,122.9741468,95.02178093,63.31497723,102.5370497,115.6040191,65.17174438,72.75922314,88.00621494,31.34763921,79.09465862,47.79692168,94.32929452,36.98998046,36.95079367,23.29508924,50.84928609,53.61900505,83.28702197,140.7779214,141.9984767,221.4445344,186.6774903,204.9299089,376.9225138,247.6732664,804.0740357,1236.96305,1044.623653,677.1039658,686.531173,651.0522518,651.3896915,688.1305439,743.9102843,786.0634321,882.3686789
SLE,Sierra Leone,SL,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,137.1689804,130.5323088,116.4574319,109.3707752,119.7633359,89.79890892,60.51727319,40.58897149,74.46308075,79.00649935,40.08116444,37.86497471,44.6100033,5.704868981,39.60188088,25.04359207,68.82353022,11.35849033,1.832687801,10.30553048,17.93331846,17.79890082,42.42624342,44.77721835,92.54122264,136.6371972,114.2388755,146.7211374,120.2369761,112.7554839,605.5286989,972.0595995,757.8560438,390.9321707,450.1596667,418.8746335,425.9846039,375.5761033,424.2538934,457.5700274,537.231156
SLE,Sierra Leone,SL,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,69.53705366,68.50142607,78.35143399,53.65108026,45.67820517,33.17523791,34.50450774,22.72600573,28.07396899,36.59751976,25.09057995,34.89424843,43.39621163,25.64277023,39.49277774,22.75332961,25.5057643,25.63149013,35.11810587,12.98955876,32.91596763,35.82010422,40.86077855,96.00070308,49.45725405,84.80733722,72.43861479,58.20877148,256.6855377,134.9177825,198.5453368,264.9034504,286.767609,286.1717952,236.3715063,232.1776183,225.4050876,312.5544406,319.6563908,328.4934047,345.137523
SLE,Sierra Leone,SL,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,275.7741919,206.1121006,159.1968531,146.1430121,177.2224942,177.9978771,174.6781118,170.5341545,161.5232582,180.299881,145.8275557,177.3863698,152.7184338,165.2172227,182.1045097,171.9746404,186.1464574,168.5359487,130.0475819,125.190112,115.313692,106.9417969,152.4399778,230.1839879,247.0079203,351.3337914,317.2445793,330.4929508,376.9225138,331.2707503,432.9786137,478.6550587,1251.015314,1543,1542.664525,816.0890725,865.1940336,983.8300272,1125.024745,1195.254594,1245.590801
SLE,Sierra Leone,SL,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,448.6780799,391.9537881,310.5000907,221.0799198,215.0962418,210.8363722,202.8936167,201.0513404,218.6389759,227.7998386,154.4114734,184.1581342,158.9253607,167.8605855,187.2260286,177.3969301,192.5142169,196.407066,131.7852164,127.3777852,250.5008419,253.8614298,323.737466,235.7451269,366.6567475,-543.9438923,455.7015018,489.7189208,376.9225138,685.5401011,888.9700521,1896.478849,2295.138502,2894.443251,2629.234404,1999.495492,1981.223477,1948.729532,2115.243691,2188.61832,2385.73071
SLE,Sierra Leone,SL,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,66.55003091,67.81375138,66.41518818,63.59476833,62.3506985,63.4007053,63.4539884,65.67256075,66.11702415,64.58662689,62.56733748,62.73920409,60.29254262,65.97866999,62.97734392,65.09709349,62.13688604,67.83181084,64.948012,66.37629013,113.2633503,111.5805919,109.4047331,102.9445074,98.42773204,98.52596986,97.41420039,97.88275687,24.69770196,104.343946,86.4980974,106.1464016,99.98683632,113.705127,107.9765925,112.6306449,112.6439654,107.6814437,106.4269459,105.1811098,105.9900222
SLE,Sierra Leone,SL,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,5.247327805,5.387492704,5.990085044,5.294775173,5.914494816,7.070272766,6.966510803,5.651851951,5.214606833,6.37347868,5.345837577,6.579527018,5.825726189,6.922320844,6.949187934,6.021565953,6.708889429,7.062444848,6.990805767,6.795511468,14.33305761,17.58059192,16.40473502,15.9328003,10.38269977,10.03212926,9.951779884,8.089548643,9.653650033,10.51313022,10.47401182,10.0732507,10.20098388,8.705789867,7.145605083,10.24577223,10.42470254,12.60574314,12.08982934,11.4754925,11.13467902
SLE,Sierra Leone,SL,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,61.3027031,62.42625868,60.42510314,58.29999316,56.43620368,56.33043254,56.4874776,60.0207088,60.90241732,58.21314821,57.2214999,56.15967708,54.46681643,59.05634914,56.02815598,59.07552754,55.42799661,60.76936599,57.95720624,59.58077866,98.93029269,94,92.99999812,87.01170713,88.04503227,88.4938406,87.4624205,89.79320823,15.04405193,93.83081579,76.02408558,96.07315088,89.78585244,104.9993372,100.8309875,102.3848727,102.2192629,95.07570058,94.33711656,93.70561729,94.8553432
SLE,Sierra Leone,SL,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,12.15229579,10.91694866,9.503008296,9.147549797,8.023501669,7.008183588,7.230606786,5.530611737,5.463881373,6.706240178,6.875608143,6.393283115,8.87047386,2.794329188,5.944990758,3.7560778,6.865321889,2.983014871,3.76653162,2.385119766,7.996786539,6.655258718,8.899989397,14.1965001,9.989402975,11.32035135,10.01047071,9.493414623,15.04405193,10.09304706,31.18952052,42.03715869,27.47662842,13.7613158,13.68912396,15.44687785,17.72588058,19.09837008,19.41089333,19.64628631,20.50425873
SLE,Sierra Leone,SL,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,8.064196243,7.159663233,5.68093211,6.137058186,5.808222767,5.117557275,4.605013734,3.545477736,3.967906634,4.583201902,4.228556151,3.327158992,4.49640822,0.5085321353,2.976595638,1.968028001,5.009002674,0.9159925237,0.1868126734,1.055154766,2.820274004,2.209222081,4.533636906,4.515479263,6.51015128,6.98495939,6.125992566,6.79688289,4.799000447,4.594950526,23.48807317,33.03463563,19.93380952,7.945221605,8.975982042,9.938227351,11.59206588,10.42373642,11.07008096,11.43616583,12.48404083
SLE,Sierra Leone,SL,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,4.088099547,3.757285428,3.822076186,3.010491612,2.215278902,1.890626313,2.625593052,1.985134,1.495974739,2.123038276,2.647051992,3.066124124,4.374065641,2.285797053,2.96839512,1.788049799,1.856319215,2.067022347,3.579718946,1.329965,5.176512535,4.446036637,4.366352491,9.681020838,3.479251695,4.335391963,3.884478148,2.696531733,10.24505148,5.498096536,7.701447357,9.00252306,7.542818905,5.816094198,4.713141919,5.508650494,6.133814699,8.674633656,8.340812375,8.210120479,8.020217893
