Country name,Year,Aggregation level,Sub-national region name,Number of individual cases in dataset for region,Number of households in dataset for region,% population in urban areas
Sierra Leone,2008.0,Wealth quartiles,Highest 25%,10545.0,1820.0,88.26
Sierra Leone,2013.0,National,Total,75302.0,12708.0,31.19
Sierra Leone,2013.0,Urb/rur,Rural,51818.0,8690.0,0.0
Sierra Leone,2013.0,Urb/rur,Urban,23484.0,4018.0,100.0
Sierra Leone,2013.0,Poverty,Nonpoor,8711.0,1382.0,94.38
Sierra Leone,2013.0,Poverty,Poor,66547.0,11317.0,22.9
Sierra Leone,2013.0,Subnat,Bombali,6222.0,1028.0,28.29
Sierra Leone,2013.0,Subnat,Kambia,3497.0,490.0,12.21
Sierra Leone,2013.0,Subnat,Koinadugu,3635.0,587.0,8.28
Sierra Leone,2013.0,Subnat,Port Loko,8883.0,1363.0,14.11
Sierra Leone,2013.0,Subnat,Tonkolili,7155.0,1116.0,10.18
Sierra Leone,2013.0,Subnat,Kailahun,4949.0,945.0,15.96
Sierra Leone,2013.0,Subnat,Kenema,7998.0,1409.0,38.76
Sierra Leone,2013.0,Subnat,Kono,4301.0,706.0,25.4
Sierra Leone,2013.0,Subnat,Bo,6326.0,1043.0,28.41
Sierra Leone,2013.0,Subnat,Bonthe,3043.0,533.0,16.62
Sierra Leone,2013.0,Subnat,Moyamba,4119.0,727.0,5.71
Sierra Leone,2013.0,Subnat,Pujehun,3158.0,589.0,14.06
Sierra Leone,2013.0,Subnat,Western Rural,2072.0,363.0,53.31
Sierra Leone,2013.0,Subnat,Western Urban,9944.0,1808.0,100.0
Sierra Leone,2013.0,Wealth quartiles,Lowest 25%,17589.0,3176.0,3.93
Sierra Leone,2013.0,Wealth quartiles,Second 25%,19147.0,3178.0,3.97
Sierra Leone,2013.0,Wealth quartiles,Third 25%,20247.0,3177.0,25.27
Sierra Leone,2013.0,Wealth quartiles,Highest 25%,18320.0,3176.0,92.34
Sierra Leone,2017.0,National,Total,74602.0,15309.0,44.6
Sierra Leone,2017.0,Urb/rur,Rural,41333.0,8440.0,0.0
Sierra Leone,2017.0,Urb/rur,Urban,33269.0,6869.0,100.0
Sierra Leone,2017.0,Poverty,Nonpoor,14178.0,2766.0,94.33
Sierra Leone,2017.0,Poverty,Poor,60399.0,12539.0,32.91
Sierra Leone,2017.0,Subnat,Bombali,6214.0,1281.0,32.6
Sierra Leone,2017.0,Subnat,Kambia,3418.0,651.0,29.08
Sierra Leone,2017.0,Subnat,Koinadugu,4000.0,679.0,19.47
Sierra Leone,2017.0,Subnat,Port Loko,6614.0,1351.0,26.36
Sierra Leone,2017.0,Subnat,Tonkolili,4931.0,1051.0,21.19
Sierra Leone,2017.0,Subnat,Kailahun,4742.0,1008.0,32.2
Sierra Leone,2017.0,Subnat,Kenema,7323.0,1352.0,45.77
Sierra Leone,2017.0,Subnat,Kono,5003.0,1042.0,28.84
Sierra Leone,2017.0,Subnat,Bo,6385.0,1243.0,37.22
Sierra Leone,2017.0,Subnat,Bonthe,1962.0,394.0,20.79
Sierra Leone,2017.0,Subnat,Moyamba,3441.0,749.0,7.22
Sierra Leone,2017.0,Subnat,Pujehun,2932.0,623.0,8.59
Sierra Leone,2017.0,Subnat,Western Rural,5517.0,1104.0,89.86
Sierra Leone,2017.0,Subnat,Western Urban,12119.0,2782.0,100.0
Sierra Leone,2017.0,Wealth quartiles,Lowest 25%,17486.0,3827.0,1.71
Sierra Leone,2017.0,Wealth quartiles,Second 25%,19792.0,3828.0,7.72
Sierra Leone,2017.0,Wealth quartiles,Third 25%,19204.0,3827.0,73.49
Sierra Leone,2017.0,Wealth quartiles,Highest 25%,18119.0,3827.0,95.63
Sierra Leone,2019.0,National,Total,71623.0,13439.0,41.18
Sierra Leone,2019.0,Urb/rur,Rural,42126.0,7742.0,0.0
Sierra Leone,2019.0,Urb/rur,Urban,29497.0,5697.0,100.0
Sierra Leone,2019.0,Poverty,Nonpoor,13742.0,2444.0,94.55
Sierra Leone,2019.0,Poverty,Poor,57881.0,10995.0,28.51
Sierra Leone,2019.0,Subnat,Bombali,7447.0,1411.0,25.77
Sierra Leone,2019.0,Subnat,Kambia,4577.0,664.0,29.89
Sierra Leone,2019.0,Subnat,Koinadugu,3895.0,644.0,18.57
Sierra Leone,2019.0,Subnat,Port Loko,5640.0,1077.0,25.42
Sierra Leone,2019.0,Subnat,Tonkolili,5799.0,982.0,23.07
Sierra Leone,2019.0,Subnat,Kailahun,3634.0,773.0,28.87
Sierra Leone,2019.0,Subnat,Kenema,7102.0,1224.0,43.17
Sierra Leone,2019.0,Subnat,Kono,4554.0,864.0,30.86
Sierra Leone,2019.0,Subnat,Bo,5907.0,1076.0,29.73
Sierra Leone,2019.0,Subnat,Bonthe,2311.0,435.0,20.65
Sierra Leone,2019.0,Subnat,Moyamba,3550.0,648.0,7.16
Sierra Leone,2019.0,Subnat,Pujehun,2361.0,490.0,11.77
Sierra Leone,2019.0,Subnat,Western Rural,5691.0,1143.0,92.69
Sierra Leone,2019.0,Subnat,Western Urban,9154.0,2009.0,100.0
Sierra Leone,2019.0,Wealth quartiles,Lowest 25%,16828.0,3360.0,1.14
Sierra Leone,2019.0,Wealth quartiles,Second 25%,18930.0,3360.0,8.75
Sierra Leone,2019.0,Wealth quartiles,Third 25%,18683.0,3359.0,60.31
Sierra Leone,2019.0,Wealth quartiles,Highest 25%,17183.0,3360.0,95.34
Somalia,2006.0,National,Total,33953.0,5969.0,38.11
Somalia,2006.0,Urb/rur,Rural,21013.0,3856.0,0.0
Somalia,2006.0,Urb/rur,Urban,12940.0,2113.0,100.0
Somalia,2006.0,Poverty,Nonpoor,5265.0,757.0,97.74
Somalia,2006.0,Poverty,Poor,28653.0,5207.0,27.13
Somalia,2006.0,Subnat,W Galbeed,3736.0,557.0,74.66
Somalia,2006.0,Subnat,Awdal,1330.0,243.0,40.03
Somalia,2006.0,Subnat,Sanaag,1232.0,215.0,20.44
Somalia,2006.0,Subnat,Sool,716.0,120.0,21.59
Somalia,2006.0,Subnat,Togdhere,1602.0,320.0,21.6
Somalia,2006.0,Subnat,Mudug,1443.0,279.0,23.95
Somalia,2006.0,Subnat,Nugal,722.0,116.0,26.1
Somalia,2006.0,Subnat,Bari,1370.0,292.0,48.79
Somalia,2006.0,Subnat,Bakool,1364.0,247.0,15.31
Somalia,2006.0,Subnat,Bay,2629.0,494.0,24.24
Somalia,2006.0,Subnat,Gedo,1571.0,261.0,26.18
Somalia,2006.0,Subnat,Middle Juba,969.0,190.0,17.16
Somalia,2006.0,Subnat,Hiran,1408.0,262.0,14.4
Somalia,2006.0,Subnat,Middle Shabelle,2457.0,410.0,17.99
Somalia,2006.0,Subnat,Lower Shabelle,3679.0,677.0,17.56
Somalia,2006.0,Subnat,Banadir,4369.0,717.0,100.0
Somalia,2006.0,Subnat,Galguduud,1631.0,263.0,8.49
Somalia,2006.0,Subnat,Lower Juba,1725.0,307.0,25.62
Somalia,2006.0,Wealth quartiles,Lowest 25%,8558.0,1492.0,1.41
Somalia,2006.0,Wealth quartiles,Second 25%,7689.0,1493.0,5.8
Somalia,2006.0,Wealth quartiles,Third 25%,8321.0,1492.0,45.92
Somalia,2006.0,Wealth quartiles,Highest 25%,9385.0,1493.0,91.12
Somalia,2011.0,National,Total,59156.0,9605.0,58.13
Somalia,2011.0,Urb/rur,Rural,24768.0,4358.0,0.0
Somalia,2011.0,Urb/rur,Urban,34388.0,5247.0,100.0
Somalia,2011.0,Poverty,Nonpoor,18857.0,2633.0,93.65
Somalia,2011.0,Poverty,Poor,40212.0,6959.0,41.48
Somalia,2011.0,Subnat,W Galbeed,14588.0,2176.0,69.6
Somalia,2011.0,Subnat,Awdal,4612.0,725.0,49.08
Somalia,2011.0,Subnat,Sanaag,3959.0,670.0,20.86
Somalia,2011.0,Subnat,Sool,1708.0,295.0,34.28
Somalia,2011.0,Subnat,Togdhere,5753.0,953.0,40.3
Somalia,2011.0,Subnat,Mudug,9841.0,1686.0,67.18
Somalia,2011.0,Subnat,Nugal,5862.0,947.0,60.35
Somalia,2011.0,Subnat,Bari,12834.0,2152.0,63.06
Somalia,2011.0,Wealth quartiles,Lowest 25%,13483.0,2401.0,16.22
Somalia,2011.0,Wealth quartiles,Second 25%,13867.0,2402.0,36.77
Somalia,2011.0,Wealth quartiles,Third 25%,15045.0,2401.0,73.85
Somalia,2011.0,Wealth quartiles,Highest 25%,16761.0,2401.0,95.41
South Sudan,2008.0,National,Total,545102.0,92666.0,24.41
South Sudan,2008.0,Urb/rur,Rural,412031.0,71276.0,0.0
South Sudan,2008.0,Urb/rur,Urban,133071.0,21390.0,100.0
South Sudan,2008.0,Poverty,Nonpoor,4989.0,865.0,28.57
South Sudan,2008.0,Poverty,Poor,540113.0,91801.0,24.37
South Sudan,2008.0,Subnat,Upper Nile,63185.0,9933.0,30.73
South Sudan,2008.0,Subnat,Jonglei,92817.0,14143.0,19.33
South Sudan,2008.0,Subnat,Unity,37133.0,6078.0,13.29
South Sudan,2008.0,Subnat,Warrap,69318.0,11837.0,14.5
South Sudan,2008.0,Subnat,Northern Bahr El Ghazal,50931.0,9142.0,19.56
South Sudan,2008.0,Subnat,Western Bahr El Ghazal,20138.0,3805.0,41.28
South Sudan,2008.0,Subnat,Lakes,43978.0,6445.0,21.39
South Sudan,2008.0,Subnat,Western Equatoria,37944.0,7767.0,44.69
South Sudan,2008.0,Subnat,Central Equatoria,70442.0,12613.0,39.6
South Sudan,2008.0,Subnat,Eastern Equatoria,59217.0,10902.0,13.84
South Sudan,2008.0,Wealth quartiles,Lowest 25%,143524.0,24807.0,23.07
South Sudan,2008.0,Wealth quartiles,Second 25%,124400.0,21193.0,24.65
South Sudan,2008.0,Wealth quartiles,Third 25%,141459.0,23737.0,25.04
South Sudan,2008.0,Wealth quartiles,Highest 25%,135720.0,22929.0,24.96
South Sudan,2010.0,National,Total,56001.0,9369.0,24.91
South Sudan,2010.0,Urb/rur,Rural,42050.0,7208.0,0.0
South Sudan,2010.0,Urb/rur,Urban,13951.0,2161.0,100.0
South Sudan,2010.0,Poverty,Nonpoor,1539.0,163.0,72.54
South Sudan,2010.0,Poverty,Poor,54270.0,9175.0,23.63
South Sudan,2010.0,Subnat,Upper Nile,6763.0,998.0,27.99
South Sudan,2010.0,Subnat,Jonglei,8172.0,1432.0,16.02
South Sudan,2010.0,Subnat,Unity,3969.0,608.0,14.35
South Sudan,2010.0,Subnat,Warrap,7587.0,1205.0,14.59
South Sudan,2010.0,Subnat,Northern Bahr El Ghazal,5210.0,930.0,18.48
South Sudan,2010.0,Subnat,Western Bahr El Ghazal,2117.0,387.0,41.27
South Sudan,2010.0,Subnat,Lakes,4435.0,676.0,23.22
South Sudan,2010.0,Subnat,Western Equatoria,4355.0,770.0,47.16
South Sudan,2010.0,Subnat,Central Equatoria,7336.0,1249.0,42.21
South Sudan,2010.0,Subnat,Eastern Equatoria,6056.0,1114.0,17.42
South Sudan,2010.0,Wealth quartiles,Lowest 25%,13786.0,2341.0,11.73
South Sudan,2010.0,Wealth quartiles,Second 25%,13008.0,2343.0,13.54
South Sudan,2010.0,Wealth quartiles,Third 25%,13468.0,2343.0,21.26
South Sudan,2010.0,Wealth quartiles,Highest 25%,15739.0,2342.0,48.98
Chad,1997.0,National,Total,37214.0,6835.0,23.41
Chad,1997.0,Urb/rur,Rural,28501.0,5242.0,0.0
Chad,1997.0,Urb/rur,Urban,8714.0,1592.0,100.0
Chad,1997.0,Poverty,Nonpoor,678.0,82.0,97.48
Chad,1997.0,Poverty,Poor,36500.0,6748.0,22.04
Chad,1997.0,Subnat,Zone 1 (N'Djamena),3566.0,682.0,100.0
Chad,1997.0,Subnat,"Zone 2 (Borkou, Ennedi, Tibesti, Kanem, Barh El Gazal, Lac)",3571.0,784.0,12.5
Chad,1997.0,Subnat,"Zone 3 (Guera, Batha, Salamat)",4407.0,855.0,15.47
Chad,1997.0,Subnat,"Zone 4 (Ouaddai, Assongha, Sila, Biltine - Wadi Fira)",4287.0,946.0,14.36
Chad,1997.0,Subnat,"Zone 5 (Chari-Baguimi, Dababa, Baguirmi, Hadjer Lamis)",4462.0,802.0,11.09
Chad,1997.0,Subnat,Zone 6 (Mayo-Kebbi Est and Ouest),4598.0,707.0,11.54
Chad,1997.0,Subnat,"Zone 7 (Logone Occidental & Oriental, Monts de Lam, Tandjile Est & Ouest)",8231.0,1347.0,15.42
Chad,1997.0,Subnat,"Zone 8 (Mandoul, Moyen-Chari, Bahr Koh, Lac Iro)",4092.0,710.0,27.1
Chad,1997.0,Wealth quartiles,Lowest 25%,9774.0,1686.0,2.14
Chad,1997.0,Wealth quartiles,Second 25%,8700.0,1735.0,3.92
Chad,1997.0,Wealth quartiles,Third 25%,8916.0,1704.0,11.62
Chad,1997.0,Wealth quartiles,Highest 25%,9824.0,1709.0,72.56
Chad,2004.0,National,Total,29615.0,5439.0,20.69
Chad,2004.0,Urb/rur,Rural,23486.0,4351.0,0.0
Chad,2004.0,Urb/rur,Urban,6129.0,1088.0,100.0
Chad,2004.0,Poverty,Nonpoor,821.0,102.0,100.0
Chad,2004.0,Poverty,Poor,28768.0,5333.0,18.41
Chad,2004.0,Subnat,Zone 1 (N'Djamena),2509.0,438.0,100.0
Chad,2004.0,Subnat,"Zone 2 (Borkou, Ennedi, Tibesti, Kanem, Barh El Gazal, Lac)",3647.0,613.0,11.09
Chad,2004.0,Subnat,"Zone 3 (Guera, Batha, Salamat)",3804.0,716.0,12.57
Chad,2004.0,Subnat,"Zone 4 (Ouaddai, Assongha, Sila, Biltine - Wadi Fira)",2672.0,566.0,16.18
Chad,2004.0,Subnat,"Zone 5 (Chari-Baguimi, Dababa, Baguirmi, Hadjer Lamis)",3325.0,664.0,10.04
Chad,2004.0,Subnat,Zone 6 (Mayo-Kebbi Est and Ouest),2976.0,497.0,10.51
Chad,2004.0,Subnat,"Zone 7 (Logone Occidental & Oriental, Monts de Lam, Tandjile Est & Ouest)",6543.0,1141.0,15.49
Chad,2004.0,Subnat,"Zone 8 (Mandoul, Moyen-Chari, Bahr Koh, Lac Iro)",4138.0,804.0,15.57
Chad,2004.0,Wealth quartiles,Lowest 25%,6639.0,1405.0,1.29
Chad,2004.0,Wealth quartiles,Second 25%,6637.0,1312.0,3.32
Chad,2004.0,Wealth quartiles,Third 25%,8010.0,1363.0,6.0
Chad,2004.0,Wealth quartiles,Highest 25%,8329.0,1359.0,64.15
Chad,2010.0,National,Total,88564.0,16387.0,23.37
Chad,2010.0,Urb/rur,Rural,67864.0,12592.0,0.0
Chad,2010.0,Urb/rur,Urban,20700.0,3796.0,100.0
Chad,2010.0,Poverty,Nonpoor,5843.0,850.0,96.72
Chad,2010.0,Poverty,Poor,82678.0,15531.0,18.18
Chad,2010.0,Subnat,Zone 1 (N'Djamena),10090.0,1860.0,100.0
Chad,2010.0,Subnat,"Zone 2 (Borkou, Ennedi, Tibesti, Kanem, Barh El Gazal, Lac)",9430.0,1887.0,9.81
Chad,2010.0,Subnat,"Zone 3 (Guera, Batha, Salamat)",11544.0,2020.0,13.11
Chad,2010.0,Subnat,"Zone 4 (Ouaddai, Assongha, Sila, Biltine - Wadi Fira)",11066.0,2174.0,13.74
Chad,2010.0,Subnat,"Zone 5 (Chari-Baguimi, Dababa, Baguirmi, Hadjer Lamis)",9099.0,1702.0,14.19
Chad,2010.0,Subnat,Zone 6 (Mayo-Kebbi Est and Ouest),11391.0,1856.0,11.86
Chad,2010.0,Subnat,"Zone 7 (Logone Occidental & Oriental, Monts de Lam, Tandjile Est & Ouest)",15464.0,2893.0,15.89
Chad,2010.0,Subnat,"Zone 8 (Mandoul, Moyen-Chari, Bahr Koh, Lac Iro)",10480.0,1995.0,14.79
Chad,2010.0,Wealth quartiles,Lowest 25%,19752.0,4095.0,2.6
Chad,2010.0,Wealth quartiles,Second 25%,21931.0,4100.0,4.31
Chad,2010.0,Wealth quartiles,Third 25%,22936.0,4096.0,11.52
Chad,2010.0,Wealth quartiles,Highest 25%,23945.0,4097.0,69.32
Chad,2015.0,National,Total,100255.0,17233.0,22.58
Chad,2015.0,Urb/rur,Rural,77614.0,13450.0,0.0
Chad,2015.0,Urb/rur,Urban,22642.0,3783.0,100.0
Chad,2015.0,Poverty,Nonpoor,7203.0,957.0,96.77
Chad,2015.0,Poverty,Poor,93008.0,16269.0,16.85
Chad,2015.0,Subnat,Zone 1 (N'Djamena),8079.0,1307.0,100.0
Chad,2015.0,Subnat,"Zone 2 (Borkou, Ennedi, Tibesti, Kanem, Barh El Gazal, Lac)",11572.0,1975.0,11.78
Chad,2015.0,Subnat,"Zone 3 (Guera, Batha, Salamat)",12781.0,2148.0,22.91
Chad,2015.0,Subnat,"Zone 4 (Ouaddai, Assongha, Sila, Biltine - Wadi Fira)",10035.0,1874.0,14.19
Chad,2015.0,Subnat,"Zone 5 (Chari-Baguimi, Dababa, Baguirmi, Hadjer Lamis)",10852.0,1848.0,8.49
Chad,2015.0,Subnat,Zone 6 (Mayo-Kebbi Est and Ouest),12393.0,1956.0,10.98
Chad,2015.0,Subnat,"Zone 7 (Logone Occidental & Oriental, Monts de Lam, Tandjile Est & Ouest)",21775.0,3959.0,18.34
Chad,2015.0,Subnat,"Zone 8 (Mandoul, Moyen-Chari, Bahr Koh, Lac Iro)",12769.0,2167.0,20.13
Chad,2015.0,Wealth quartiles,Lowest 25%,19867.0,4309.0,7.32
Chad,2015.0,Wealth quartiles,Second 25%,24731.0,4308.0,2.07
Chad,2015.0,Wealth quartiles,Third 25%,28310.0,4308.0,4.4
Chad,2015.0,Wealth quartiles,Highest 25%,27347.0,4308.0,71.05
Chad,2019.0,National,Total,113291.0,18967.0,19.02
Chad,2019.0,Urb/rur,Rural,91747.0,15354.0,0.0
Chad,2019.0,Urb/rur,Urban,21543.0,3613.0,100.0
Chad,2019.0,Poverty,Nonpoor,7260.0,1042.0,91.28
Chad,2019.0,Poverty,Poor,106031.0,17925.0,14.07
Chad,2019.0,Subnat,Zone 1 (N'Djamena),7980.0,1296.0,100.0
Chad,2019.0,Subnat,"Zone 2 (Borkou, Ennedi, Tibesti, Kanem, Barh El Gazal, Lac)",12946.0,2181.0,14.02
Chad,2019.0,Subnat,"Zone 3 (Guera, Batha, Salamat)",13398.0,2210.0,18.52
Chad,2019.0,Subnat,"Zone 4 (Ouaddai, Assongha, Sila, Biltine - Wadi Fira)",15512.0,2684.0,12.03
Chad,2019.0,Subnat,"Zone 5 (Chari-Baguimi, Dababa, Baguirmi, Hadjer Lamis)",11244.0,1925.0,8.51
Chad,2019.0,Subnat,Zone 6 (Mayo-Kebbi Est and Ouest),16117.0,2456.0,12.16
Chad,2019.0,Subnat,"Zone 7 (Logone Occidental & Oriental, Monts de Lam, Tandjile Est & Ouest)",24642.0,4249.0,12.51
Chad,2019.0,Subnat,"Zone 8 (Mandoul, Moyen-Chari, Bahr Koh, Lac Iro)",11453.0,1966.0,12.24
Chad,2019.0,Wealth quartiles,Lowest 25%,23975.0,4742.0,8.02
Chad,2019.0,Wealth quartiles,Second 25%,27167.0,4742.0,2.98
Chad,2019.0,Wealth quartiles,Third 25%,30139.0,4741.0,5.57
Chad,2019.0,Wealth quartiles,Highest 25%,32010.0,4741.0,53.52
Togo,1998.0,National,Total,41212.0,7517.0,30.52
Togo,1998.0,Urb/rur,Rural,28636.0,5020.0,0.0
Togo,1998.0,Urb/rur,Urban,12577.0,2497.0,100.0
Togo,1998.0,Poverty,Nonpoor,4494.0,672.0,92.24
Togo,1998.0,Poverty,Poor,36635.0,6836.0,22.91
Togo,1998.0,Subnat,Lome,6068.0,1242.0,100.0
Togo,1998.0,Subnat,Maritime,9894.0,2170.0,13.74
Togo,1998.0,Subnat,Plateaux,10633.0,1987.0,17.05
Togo,1998.0,Subnat,Centrale,4517.0,668.0,28.34
Togo,1998.0,Subnat,Kara,5617.0,883.0,27.01
Togo,1998.0,Subnat,Savanes,4485.0,568.0,12.03
Togo,1998.0,Wealth quartiles,Lowest 25%,11648.0,1883.0,2.46
Togo,1998.0,Wealth quartiles,Second 25%,11036.0,1876.0,8.98
Togo,1998.0,Wealth quartiles,Third 25%,8914.0,1881.0,35.94
Togo,1998.0,Wealth quartiles,Highest 25%,9614.0,1877.0,84.19
Togo,2006.0,National,Total,30542.0,6492.0,38.36
Togo,2006.0,Urb/rur,Rural,18825.0,3829.0,0.0
Togo,2006.0,Urb/rur,Urban,11717.0,2663.0,100.0
Togo,2006.0,Poverty,Nonpoor,5826.0,1130.0,92.16
Togo,2006.0,Poverty,Poor,24716.0,5362.0,25.68
Togo,2006.0,Subnat,Lome,5407.0,1285.0,100.0
Togo,2006.0,Subnat,Maritime,9544.0,2128.0,32.97
Togo,2006.0,Subnat,Plateaux,5783.0,1353.0,20.61
Togo,2006.0,Subnat,Centrale,2790.0,520.0,26.16
Togo,2006.0,Subnat,Kara,3674.0,701.0,22.78
Togo,2006.0,Subnat,Savanes,3343.0,505.0,12.08
Togo,2006.0,Wealth quartiles,Lowest 25%,8076.0,1623.0,1.71
Togo,2006.0,Wealth quartiles,Second 25%,7957.0,1623.0,9.08
Togo,2006.0,Wealth quartiles,Third 25%,7070.0,1624.0,55.52
Togo,2006.0,Wealth quartiles,Highest 25%,7439.0,1622.0,93.17
Togo,2014.0,National,Total,44116.0,9549.0,37.62
Togo,2014.0,Urb/rur,Rural,27520.0,5344.0,0.0
Togo,2014.0,Urb/rur,Urban,16595.0,4205.0,100.0
Togo,2014.0,Poverty,Nonpoor,12406.0,2718.0,84.24
Togo,2014.0,Poverty,Poor,31710.0,6831.0,19.38
Togo,2014.0,Subnat,Lome,5705.0,1490.0,100.0
Togo,2014.0,Subnat,Maritime,12998.0,3153.0,46.77
Togo,2014.0,Subnat,Plateaux,10406.0,2226.0,16.44
Togo,2014.0,Subnat,Centrale,4425.0,815.0,24.46
Togo,2014.0,Subnat,Kara,5304.0,1041.0,22.79
Togo,2014.0,Subnat,Savanes,5278.0,824.0,15.35
Togo,2014.0,Wealth quartiles,Lowest 25%,15357.0,2388.0,1.54
Togo,2014.0,Wealth quartiles,Second 25%,10145.0,2387.0,4.64
Togo,2014.0,Wealth quartiles,Third 25%,8892.0,2388.0,71.1
Togo,2014.0,Wealth quartiles,Highest 25%,9722.0,2387.0,98.39
Togo,2017.0,National,Total,34442.0,7916.0,40.52
Togo,2017.0,Urb/rur,Rural,20488.0,4430.0,0.0
Togo,2017.0,Urb/rur,Urban,13954.0,3486.0,100.0
Togo,2017.0,Poverty,Nonpoor,11386.0,2406.0,78.33
Togo,2017.0,Poverty,Poor,23056.0,5510.0,21.84
Togo,2017.0,Subnat,Lome,8626.0,2236.0,100.0
Togo,2017.0,Subnat,Maritime,5607.0,1404.0,12.5
Togo,2017.0,Subnat,Plateaux,8101.0,1883.0,24.57
Togo,2017.0,Subnat,Centrale,3245.0,719.0,26.57
Togo,2017.0,Subnat,Kara,4121.0,866.0,26.47
Togo,2017.0,Subnat,Savanes,4742.0,807.0,14.42
Togo,2017.0,Wealth quartiles,Lowest 25%,9490.0,1979.0,0.0
Togo,2017.0,Wealth quartiles,Second 25%,8725.0,1980.0,14.53
Togo,2017.0,Wealth quartiles,Third 25%,7846.0,1974.0,67.4
Togo,2017.0,Wealth quartiles,Highest 25%,8381.0,1983.0,88.28
Tunisia,2012.0,National,Total,38133.0,9171.0,66.08
Tunisia,2012.0,Urb/rur,Rural,12936.0,2928.0,0.0
Tunisia,2012.0,Urb/rur,Urban,25196.0,6243.0,100.0
Tunisia,2012.0,Poverty,Nonpoor,36941.0,8815.0,68.01
Tunisia,2012.0,Poverty,Poor,1185.0,355.0,5.46
Tunisia,2012.0,Subnat,"Grand Tunis (Tunis, Ariana, Ben Arous, Manouba)",9412.0,2306.0,93.18
Tunisia,2012.0,Subnat,"Nord Est (Nabeul, Zaghouan, Bizerte)",5533.0,1342.0,59.46
Tunisia,2012.0,Subnat,"Nord Ouest (Beja, Jendouba, Kef, Siliana)",4146.0,1036.0,40.85
Tunisia,2012.0,Subnat,"Centre Ouest (Kairouan, Kasserine, Sidi Bouzid)",4960.0,1113.0,34.21
Tunisia,2012.0,Subnat,"Centre Est (Sousse, Monastir, Mahdia, Sfax)",8360.0,2108.0,71.32
Tunisia,2012.0,Subnat,"Sud Ouest (Gafsa, Tozeur, Kebili)",2026.0,442.0,65.58
Tunisia,2012.0,Subnat,"Sud Est (Gabes, Medinine, Tataouine)",3696.0,825.0,66.43
Tunisia,2012.0,Wealth quartiles,Lowest 25%,9853.0,2292.0,21.4
Tunisia,2012.0,Wealth quartiles,Second 25%,9729.0,2294.0,64.8
Tunisia,2012.0,Wealth quartiles,Third 25%,9391.0,2293.0,85.47
Tunisia,2012.0,Wealth quartiles,Highest 25%,9160.0,2292.0,95.61
Tunisia,2018.0,National,Total,43638.0,11225.0,68.41
Tunisia,2018.0,Urb/rur,Rural,13785.0,3293.0,0.0
Tunisia,2018.0,Urb/rur,Urban,29853.0,7932.0,100.0
Tunisia,2018.0,Poverty,Nonpoor,43319.0,11105.0,68.81
Tunisia,2018.0,Poverty,Poor,318.0,120.0,13.42
Tunisia,2018.0,Subnat,"Grand Tunis (Tunis, Ariana, Ben Arous, Manouba)",10398.0,2916.0,93.44
Tunisia,2018.0,Subnat,"Nord Est (Nabeul, Zaghouan, Bizerte)",6146.0,1583.0,64.23
Tunisia,2018.0,Subnat,"Nord Ouest (Beja, Jendouba, Kef, Siliana)",4777.0,1296.0,49.16
Tunisia,2018.0,Subnat,"Centre Ouest (Kairouan, Kasserine, Sidi Bouzid)",5584.0,1309.0,40.24
Tunisia,2018.0,Subnat,"Centre Est (Sousse, Monastir, Mahdia, Sfax)",10289.0,2636.0,65.93
Tunisia,2018.0,Subnat,"Sud Ouest (Gafsa, Tozeur, Kebili)",2486.0,563.0,70.71
Tunisia,2018.0,Subnat,"Sud Est (Gabes, Medinine, Tataouine)",3957.0,922.0,77.13
Tunisia,2018.0,Wealth quartiles,Lowest 25%,10230.0,2806.0,94.48
Tunisia,2018.0,Wealth quartiles,Second 25%,10568.0,2807.0,93.46
Tunisia,2018.0,Wealth quartiles,Third 25%,10913.0,2806.0,75.93
Tunisia,2018.0,Wealth quartiles,Highest 25%,11927.0,2807.0,16.98
Tanzania,1992.0,National,Total,45856.0,8327.0,21.91
Tanzania,1992.0,Urb/rur,Rural,35807.0,6302.0,0.0
Tanzania,1992.0,Urb/rur,Urban,10049.0,2025.0,100.0
Tanzania,1992.0,Poverty,Nonpoor,1630.0,238.0,81.06
Tanzania,1992.0,Poverty,Poor,43755.0,8007.0,19.75
Tanzania,1992.0,Subnat, Dodoma,3218.0,664.0,44.74
Tanzania,1992.0,Subnat," Arusha, Manyara",2836.0,528.0,27.61
Tanzania,1992.0,Subnat, Kilimanjaro,2501.0,442.0,14.48
Tanzania,1992.0,Subnat, Tanga,2358.0,456.0,13.6
Tanzania,1992.0,Subnat, Morogoro,2445.0,428.0,26.08
Tanzania,1992.0,Subnat, Pwani,900.0,171.0,17.35
Tanzania,1992.0,Subnat, Dar Es Salam,2466.0,537.0,86.12
Tanzania,1992.0,Subnat, Lindi,1252.0,244.0,13.88
Tanzania,1992.0,Subnat, Mtwara,1768.0,427.0,25.89
Tanzania,1992.0,Subnat, Ruvuma,1597.0,276.0,14.14
Tanzania,1992.0,Subnat," Iringa, Njombe",2565.0,516.0,6.09
Tanzania,1992.0,Subnat, Mbeya,2214.0,468.0,22.39
Tanzania,1992.0,Subnat, Singida,1770.0,316.0,10.69
Tanzania,1992.0,Subnat, Tabora,1422.0,265.0,16.88
Tanzania,1992.0,Subnat," Rukwa, Katavi",1113.0,182.0,11.02
Tanzania,1992.0,Subnat, Kigoma,1949.0,304.0,18.34
